email_id,subject,true_label,predicted_label,reasoning,error,raw_response
1042,"Produce Stronger, Rock Hard Erections. ",1,PHISHING,"The subject and body use sexually suggestive language and promote a product with unrealistic claims, common tactics in phishing emails.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject and body use sexually suggestive language and promote a product with unrealistic claims, common tactics in phishing emails.""}"
1043,EOL Average Deal Count by Trader and Product as of 7-11-01,0,LEGITIMATE,The email appears to be a legitimate internal communication within a company (EnronOnline) regarding business data.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication within a company (EnronOnline) regarding business data.""}"
1044,"2006 Global Digital Media - Convergence, Triple Play and IPTV",1,LEGITIMATE,The email appears to be a legitimate marketing email from a market research company promoting a report on digital media trends.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate marketing email from a market research company promoting a report on digital media trends.""}"
1045,Re: Recommended Viewing,0,LEGITIMATE,"The email appears to be a nonsensical, philosophical message rather than a phishing attempt.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a nonsensical, philosophical message rather than a phishing attempt.""
}
```"
1046,Avoid Account Suspension,1,PHISHING,"The email uses scare tactics, generic language, and a suspicious link to pressure the recipient into taking action.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, generic language, and a suspicious link to pressure the recipient into taking action.""}"
1047,We noticed some unusual activity on your PayPal account.,1,PHISHING,"The email contains common phishing tactics such as urgent language, threats of account suspension, and a request to update personal information through a suspicious link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains common phishing tactics such as urgent language, threats of account suspension, and a request to update personal information through a suspicious link.""}"
1048,"Goats with enormous testicles, and a life-sized cow sculpted from",0,LEGITIMATE,"The email appears to be a legitimate post from the blog Boing Boing, referencing a news story with images and links to discussion forums.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate post from the blog Boing Boing, referencing a news story with images and links to discussion forums.""}"
1049,In motion for NEW PICK MONDAY  it isday [HOT NEWS]  hobbles acceptability afternoons,1,PHISHING,"The email contains classic phishing hallmarks:  a nonsensical subject line,  pressure to act quickly,  unrealistic stock price projections, and grammatical errors.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks:  a nonsensical subject line,  pressure to act quickly,  unrealistic stock price projections, and grammatical errors.""
}
```"
1050,Influenza (flu) vaccine available NOW,0,PHISHING,The email uses urgency and fear tactics to encourage immediate action without providing clear sender information or a legitimate website for booking appointments.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses urgency and fear tactics to encourage immediate action without providing clear sender information or a legitimate website for booking appointments.""}"
1051,We  offer attractive prices . ,1,PHISHING,"The email uses vague language and a generic subject line to entice the recipient. It also promotes immediate download and payment, which are common tactics used in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses vague language and a generic subject line to entice the recipient. It also promotes immediate download and payment, which are common tactics used in phishing scams.""}"
1052,Our Customers are Always Satisfied,1,PHISHING,"Suspicious URL, generic claims, and pressure tactics are common phishing indicators.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL, generic claims, and pressure tactics are common phishing indicators.""}"
1053,structuring,0,LEGITIMATE,"The email discusses internal personnel matters and potential replacements, which is consistent with legitimate business communication.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses internal personnel matters and potential replacements, which is consistent with legitimate business communication.""}"
1054,H-Bridge,0,LEGITIMATE,The email content appears to be a casual conversation about a school robotics project.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email content appears to be a casual conversation about a school robotics project.""}"
1055,"[Razor-users] Smrazor, Milter, and Max connections",0,LEGITIMATE,The email discusses technical issues with a mail filtering system and seeks help from a community forum.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical issues with a mail filtering system and seeks help from a community forum.""}"
1056,Re: apt.conf suggestion,0,LEGITIMATE,This appears to be a legitimate discussion on a mailing list about apt package management.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""This appears to be a legitimate discussion on a mailing list about apt package management.""
}
```"
1057,Re-Compliments From Mr Turkin & Monica,1,PHISHING,"This email contains classic phishing hallmarks: a sob story, a request for personal information, and a promise of a large sum of money in exchange for assistance.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""This email contains classic phishing hallmarks: a sob story, a request for personal information, and a promise of a large sum of money in exchange for assistance.""
}
```"
1058,"Fw:
 =?UTF-8?B?WyBTVU1NQVJZIEFQUE9JTlRNRU5UIF0gQWxlcnQ6IEFtYXpvbiBiaUlJaW5nIHByb2JsZW0=?=
 - (Case ID: tjSSNkpp) No. 42157794 - Date: Fri Dec 27 2019 17:35:00
 GMT+0000 (Coordinated Universal Time)",1,PHISHING,"The email contains several red flags, including grammatical errors, suspicious sender address, and a generic request for payment information update.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains several red flags, including grammatical errors, suspicious sender address, and a generic request for payment information update.""}"
1059,houston visit with vince kaminski,0,LEGITIMATE,The email appears to be a legitimate business communication regarding a meeting request.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate business communication regarding a meeting request.""}"
1060,More Motor Controller Question,0,LEGITIMATE,"The email appears to be a technical question about motor control, consistent with legitimate user support requests.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a technical question about motor control, consistent with legitimate user support requests.""}"
1061,URGENT REPLY PLEASE.,1,PHISHING,"The email contains classic phishing hallmarks: unsolicited contact, promises of large sums of money, requests for personal information, and a sense of urgency.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: unsolicited contact, promises of large sums of money, requests for personal information, and a sense of urgency.""
}
```"
1062,You have (1) New Message ,1,PHISHING,"The email contains suspicious formatting, repetition, and a generic link that doesn't specify the file name or sender's identity.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious formatting, repetition, and a generic link that doesn't specify the file name or sender's identity.""}"
1063,Harvest Moon,0,PHISHING,Suspicious link and unusual content,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link and unusual content""}"
1064,Real Enlargement,1,PHISHING,"The email uses deceptive language and a suspicious URL to promote a product with a sensitive topic (enlargement), suggesting a potential scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses deceptive language and a suspicious URL to promote a product with a sensitive topic (enlargement), suggesting a potential scam.""}"
1065,Gain mega huge dimensions!,1,PHISHING,"The subject and body contain sexually suggestive language and a suspicious link, typical of phishing attempts.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject and body contain sexually suggestive language and a suspicious link, typical of phishing attempts.""}"
1066,MORTGAGE LOANS WITH A 5.75% AVAILABLE!!!!!11284,1,PHISHING,"The email uses aggressive capitalization, exclamation points, and misleading claims (e.g., 'lowest point in 40 years') to create a sense of urgency and pressure. The URL structure is suspicious and lacks a recognizable domain name.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses aggressive capitalization, exclamation points, and misleading claims (e.g., 'lowest point in 40 years') to create a sense of urgency and pressure. The URL structure is suspicious and lacks a recognizable domain name.""}"
1067,southern union - 03 / 01 prod - austin spot deal # 690249 ( sale ),0,LEGITIMATE,The email appears to be a legitimate internal business communication regarding pricing adjustments for a specific energy deal.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal business communication regarding pricing adjustments for a specific energy deal.""}"
1068,Contact Us - 2020 WhatsApp New e-Statement File #029,1,PHISHING,"The email contains numerous red flags, including grammatical errors, suspicious links, and a generic greeting. It attempts to induce urgency and fear to pressure the recipient into clicking on potentially malicious links.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains numerous red flags, including grammatical errors, suspicious links, and a generic greeting. It attempts to induce urgency and fear to pressure the recipient into clicking on potentially malicious links.""}"
1069,fw : your sister knows you watch girls masturbate,1,PHISHING,"The subject line is designed to be shocking and elicit an emotional response. The email body contains nonsensical text and suspicious language, suggesting a scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject line is designed to be shocking and elicit an emotional response. The email body contains nonsensical text and suspicious language, suggesting a scam.""}"
1070,[Webdev] php-mailsettings anyone?,0,LEGITIMATE,The email appears to be a legitimate request for information within a technical context.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate request for information within a technical context.""}"
1071,Account Suspended ,1,PHISHING,The email creates a sense of urgency and uses a suspicious link to a non-standard Trust Wallet verification page.,,"{""classification"": ""PHISHING"", ""reasoning"": ""The email creates a sense of urgency and uses a suspicious link to a non-standard Trust Wallet verification page.""}"
1072,discounted motgages 4924161298765444333,1,PHISHING,"The email contains common phishing tactics such as urgent language, unrealistic offers, and a generic greeting. The sender's email address is also suspicious.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains common phishing tactics such as urgent language, unrealistic offers, and a generic greeting. The sender's email address is also suspicious.""
}
```"
1073,nan,0,LEGITIMATE,"The email appears to be a friendly, informal message of appreciation.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a friendly, informal message of appreciation.""}"
1074,50 ways to meet your lover_Alexandra_11...,1,PHISHING,"Suspicious subject line and URL, likely a dating scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, likely a dating scam.""}"
1075,In defence of YouTube,0,LEGITIMATE,"The email appears to be a legitimate newsletter from the BBC, discussing a topic related to their program 'Newsnight' and including a YouTube link.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate newsletter from the BBC, discussing a topic related to their program 'Newsnight' and including a YouTube link.""}"
1076,the impact to houston should be minimal ,0,PHISHING,"Incomplete message, likely attempting to lure recipient into clicking a link",,"{""classification"": ""PHISHING"", ""reasoning"": ""Incomplete message, likely attempting to lure recipient into clicking a link""}"
1077,We Noticed Suspicious Activity - PayPal,1,PHISHING,"The email contains several red flags typical of phishing attempts, including: urgent language, requests for personal information, misspellings of PayPal's name, and a generic email address.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains several red flags typical of phishing attempts, including: urgent language, requests for personal information, misspellings of PayPal's name, and a generic email address.""}"
1078,BUSINESS RELATIONSHIP ,1,PHISHING,"The email contains classic phishing hallmarks: requests for confidentiality, promises of large sums of money, urgency, and a story involving government officials and a dubious financial transaction.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: requests for confidentiality, promises of large sums of money, urgency, and a story involving government officials and a dubious financial transaction.""
}
```"
1079,Re: Sorting dir output,0,LEGITIMATE,The email provides a legitimate Perl script for sorting and moving files.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email provides a legitimate Perl script for sorting and moving files.""
}
```"
1080,Need Help - 68HC11E1/68HC24 and 32K external RAM,0,LEGITIMATE,"The email discusses technical details about electronics and programming, suggesting a genuine request for help from a hobbyist.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical details about electronics and programming, suggesting a genuine request for help from a hobbyist.""}"
1081,Config Register error,0,LEGITIMATE,"The email discusses a technical issue with a microcontroller and seeks help from a community, typical of legitimate technical forums.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue with a microcontroller and seeks help from a community, typical of legitimate technical forums.""}"
1082,"Re: Mossberg on 'ChoiceMail': 'In my tests, it cut my spam to  zero.'",0,LEGITIMATE,The email discusses a legitimate concern about spam and suggests a potential solution (member-only list). The email address and link appear to be legitimate.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a legitimate concern about spam and suggests a potential solution (member-only list). The email address and link appear to be legitimate.""}"
1083,[DMDX] Re: White background and grey text best combo?,0,LEGITIMATE,The email appears to be a genuine discussion within a mailing list about display settings for psychological experiments.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine discussion within a mailing list about display settings for psychological experiments.""}"
1084,Re: Rule for Russian character sets,0,LEGITIMATE,The email appears to be a normal conversation about a technical issue.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a normal conversation about a technical issue.""}"
1085,re : keep thinking i ' ll see you when you get back,0,LEGITIMATE,"The email appears to be a friendly, personal follow-up conversation between colleagues.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a friendly, personal follow-up conversation between colleagues.""}"
1086,[ILUG] Sun Solaris..,0,LEGITIMATE,The email appears to be a genuine inquiry from a user within a Linux user group seeking information about Solaris.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine inquiry from a user within a Linux user group seeking information about Solaris.""}"
1087,"INBOX WEBMAIL, SMTP, MAILLER - FRESH E-MAIL, CPANEL, L I N K, and
 More.",1,PHISHING,"The email offers illicit services like stolen data, hacking tools, and account access, which are hallmarks of phishing.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email offers illicit services like stolen data, hacking tools, and account access, which are hallmarks of phishing.""
}
```"
1088,Congratulations You are a winner!!!,1,PHISHING,"Classic lottery scam with poor grammar, unrealistic claims, and pressure to act quickly.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Classic lottery scam with poor grammar, unrealistic claims, and pressure to act quickly.""}"
1089,All Your Breast Enlargement Info From Top Breast Enlargement Sites.,1,PHISHING,"The subject and body contain sexually suggestive language and promote a product with unrealistic claims, common tactics used in phishing emails.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The subject and body contain sexually suggestive language and promote a product with unrealistic claims, common tactics used in phishing emails.""}"
1090,nan,1,PHISHING,"Classic lottery scam with generic language, urgent requests, and suspicious contact information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Classic lottery scam with generic language, urgent requests, and suspicious contact information.""}"
1091,Regional Managers Needed ,1,PHISHING,"The email uses generic greetings, poor grammar, and a suspicious email address for communication. The offer of paying taxes and vague promises of a 'good salary' are common phishing tactics.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses generic greetings, poor grammar, and a suspicious email address for communication. The offer of paying taxes and vague promises of a 'good salary' are common phishing tactics.""}"
1092,RE: IMPORTANT: Daily Bulletin !!,1,PHISHING,"The email contains grammatical errors, suspicious links, and uses urgent language to pressure the recipient into clicking a link.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains grammatical errors, suspicious links, and uses urgent language to pressure the recipient into clicking a link.""}"
1093,RE: Service Help Desk,1,PHISHING,"The email uses generic greetings, urges immediate action, and contains suspicious links (GATEWAY) without proper context or branding.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses generic greetings, urges immediate action, and contains suspicious links (GATEWAY) without proper context or branding.""}"
1094,Re: [Python-3000] Using *a for packing in lists and other places,0,LEGITIMATE,The email appears to be a genuine discussion on the Python-3000 mailing list about the use of the asterisk (*) operator in Python.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a genuine discussion on the Python-3000 mailing list about the use of the asterisk (*) operator in Python.""
}
```"
1095,Re: server is rejecting mail from single domain,0,LEGITIMATE,"The email discusses technical email server issues and troubleshooting, which is common in legitimate IT discussions.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses technical email server issues and troubleshooting, which is common in legitimate IT discussions.""}"
1096,re : another hesco issue,0,LEGITIMATE,The email appears to be a legitimate internal business discussion regarding a pricing issue with a vendor (Hesco).,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal business discussion regarding a pricing issue with a vendor (Hesco).""}"
1097,[DMDX] interrupt device didn't work!,0,LEGITIMATE,The email discusses technical issues with a software program (DMDX) and seeks help from a community forum. The language and content are consistent with a genuine user seeking assistance.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email discusses technical issues with a software program (DMDX) and seeks help from a community forum. The language and content are consistent with a genuine user seeking assistance.""
}
```"
1098,Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop,0,LEGITIMATE,The email discusses a technical question within a relevant user group context and provides helpful advice.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical question within a relevant user group context and provides helpful advice.""}"
1099,Re: [python-win32] Confusion with 'SetForegroundWindow(),0,LEGITIMATE,This appears to be a legitimate discussion on a programming mailing list.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a legitimate discussion on a programming mailing list.""}"
1100,200 Million Targeted Leads CD * ONLY $99.95 *,1,PHISHING,"The email offers a suspiciously cheap bulk email list, uses aggressive sales tactics, and includes a generic order form with multiple payment options, all hallmarks of phishing attempts.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email offers a suspiciously cheap bulk email list, uses aggressive sales tactics, and includes a generic order form with multiple payment options, all hallmarks of phishing attempts.""
}
```"
1101,America's Most Liberal Lenders                                                        0137Cpnx4-448G-13,1,PHISHING,"The email uses pressure tactics, promises unrealistic terms, and includes suspicious links.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses pressure tactics, promises unrealistic terms, and includes suspicious links.""}"
1102,Re: Fwd: Re[2]: [ILUG] New ILUG commitee,0,LEGITIMATE,The email appears to be a genuine discussion about online voting within a user group.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine discussion about online voting within a user group.""}"
1103,Re: Wire Transfer Comfirmation(07-11-2020.xlsx,1,PHISHING,"The email uses urgent language, requests verification of a payment through a suspicious link, and contains grammatical errors, all common phishing tactics.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses urgent language, requests verification of a payment through a suspicious link, and contains grammatical errors, all common phishing tactics.""}"
1104,"Save $100's, maybe $1,000's with No Lender's Fees. Click here!",1,PHISHING,"The email uses aggressive language and tactics common in phishing attempts, such as promising unrealistic savings, creating a sense of urgency, and including suspicious links.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses aggressive language and tactics common in phishing attempts, such as promising unrealistic savings, creating a sense of urgency, and including suspicious links.""}"
1105,Enviaram uma charge para voce,1,PHISHING,"Suspicious link in the email, generic greeting, and unprofessional language suggest a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link in the email, generic greeting, and unprofessional language suggest a phishing attempt.""}"
1106,50 ways to meet your lover_Alexandra_11...,1,PHISHING,"Suspicious subject line and URL, inappropriate content, and poor grammar suggest a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, inappropriate content, and poor grammar suggest a phishing attempt.""}"
1107,candidate decisions,0,LEGITIMATE,The email appears to be an internal communication regarding candidate evaluations within a company.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be an internal communication regarding candidate evaluations within a company.""}"
1108,50 ways to meet your lover_heissmedel,1,PHISHING,"Suspicious subject line and URL, generic dating profile content, and random text at the end suggest a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and URL, generic dating profile content, and random text at the end suggest a phishing attempt.""}"
1109,Re: even more questions about the Richmond cluster,0,LEGITIMATE,The email appears to be a genuine technical discussion between colleagues about cluster management and batch system issues.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine technical discussion between colleagues about cluster management and batch system issues.""}"
1110,start date : 1 / 31 / 02 ; hourahead hour : 23 ;,0,PHISHING,"The email contains suspicious formatting and subject line, along with references to file paths that seem unusual for a legitimate communication.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious formatting and subject line, along with references to file paths that seem unusual for a legitimate communication.""}"
1111,Randy Moss smokes ganja,0,PHISHING,Suspicious URL and generic subject line are common phishing tactics.,,"{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL and generic subject line are common phishing tactics.""}"
1112,Re: [R] nlm() and optim(),0,LEGITIMATE,This is a genuine discussion on R programming within a statistical context.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a genuine discussion on R programming within a statistical context.""}"
1113,"enron / hpl actuals for july 10 , 2000",0,PHISHING,"The email contains nonsensical text and appears to be a random string of numbers and company names, suggesting a potential phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains nonsensical text and appears to be a random string of numbers and company names, suggesting a potential phishing attempt.""}"
1114,=?utf-8?q?Your_Wells_Fargo=C2=AE_monthly_statement_is_available=2E?=,1,PHISHING,"The email asks for sensitive information (debit card PIN) and contains grammatical errors, which are common in phishing attempts.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email asks for sensitive information (debit card PIN) and contains grammatical errors, which are common in phishing attempts.""}"
1115,"[Spambayes-checkins] website/sigs sb11a4.zip.asc, NONE,	1.1 spambayes-1.1a4.tar.gz.asc, NONE, 1.1",0,LEGITIMATE,"This appears to be a legitimate update notification from the Spambayes project, including PGP signatures for verification.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a legitimate update notification from the Spambayes project, including PGP signatures for verification.""}"
1116,thrash,1,PHISHING,"The email uses aggressive language to encourage immediate investment in a specific stock (DGKO.PK), warns of potential losses, and includes vague claims about the company's success and future prospects. These are common tactics used in phishing scams to manipulate investors.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses aggressive language to encourage immediate investment in a specific stock (DGKO.PK), warns of potential losses, and includes vague claims about the company's success and future prospects. These are common tactics used in phishing scams to manipulate investors.""}"
1117,"Hi Joseph, here is my personal information you wanted P",1,PHISHING,"The email uses aggressive sales tactics, promises unrealistic benefits, and includes grammatical errors, all common characteristics of phishing attempts.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses aggressive sales tactics, promises unrealistic benefits, and includes grammatical errors, all common characteristics of phishing attempts.""}"
1118,[UAI] CFP: LCC'06 - Workshop on Logic and Computational Complexity,0,LEGITIMATE,"The email appears to be a legitimate call for papers for a computer science workshop. It includes details about the workshop, submission guidelines, and a program committee.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate call for papers for a computer science workshop. It includes details about the workshop, submission guidelines, and a program committee.""}"
1119,Congratulation.,1,PHISHING,"The email contains classic phishing hallmarks: unsolicited lottery winnings, pressure to act quickly, requests for personal information, and suspicious sender details.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains classic phishing hallmarks: unsolicited lottery winnings, pressure to act quickly, requests for personal information, and suspicious sender details.""
}
```"
1120,[DMDX] Re: DIY input device- RT's affected?,0,LEGITIMATE,The email appears to be a genuine technical discussion about DIY input devices and reaction time studies.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a genuine technical discussion about DIY input devices and reaction time studies.""
}
```"
1121,Software to rebuild your credit,1,PHISHING,"The email uses common phishing tactics like offering a quick fix for credit problems, creating a sense of urgency, and including suspicious links.",,"```json
{
""classification"": ""PHISHING"",
""reasoning"": ""The email uses common phishing tactics like offering a quick fix for credit problems, creating a sense of urgency, and including suspicious links.""
}
```"
1122,Re: [R] do.call vs. lapply for lists,0,LEGITIMATE,The email is a genuine discussion about R programming concepts.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email is a genuine discussion about R programming concepts.""
}
```"
1123,[SAtalk] Thought for RPM/deb/etc packagers,0,LEGITIMATE,The email discusses package management for SpamAssassin and appears to be a genuine discussion within a developer community.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses package management for SpamAssassin and appears to be a genuine discussion within a developer community.""}"
1124,{Wells Fargo}:Unusual Activity Notification,1,PHISHING,"The email contains numerous grammatical errors and misspellings, which is common in phishing attempts. Additionally, the email attempts to scare the recipient into clicking a link by mentioning 'Unusual Activity'.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains numerous grammatical errors and misspellings, which is common in phishing attempts. Additionally, the email attempts to scare the recipient into clicking a link by mentioning 'Unusual Activity'.""}"
1125,Re: [Razor-users] Using Razor with non-mbox files,0,LEGITIMATE,This appears to be a genuine discussion on a mailing list about using the Razor email filtering tool.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This appears to be a genuine discussion on a mailing list about using the Razor email filtering tool.""}"
1126,"[spambayes-dev] Near-twin ham/spam, Train-to-exhaustion, feature ideas",0,LEGITIMATE,"The email discusses technical issues and feature ideas related to the SpamBayes project, typical of legitimate developer communication.",,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email discusses technical issues and feature ideas related to the SpamBayes project, typical of legitimate developer communication.""
}
```"
1127,Re: OT: html checkbox question,0,LEGITIMATE,"The email appears to be a normal, technical discussion between developers about a programming issue.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a normal, technical discussion between developers about a programming issue.""}"
1128,sap changes due to migration to windows 2000,0,PHISHING,"The email uses poor grammar and formatting, mentions a specific migration to Windows 2000 which is outdated, and provides phone numbers for contact that could be spoofed.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses poor grammar and formatting, mentions a specific migration to Windows 2000 which is outdated, and provides phone numbers for contact that could be spoofed.""}"
1129,RE: CA's for Power Pipeline and Energy Transfer,0,LEGITIMATE,The email appears to be a legitimate internal communication regarding business agreements.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication regarding business agreements.""}"
1130,Re: [ILUG] linux pthreads problem,0,LEGITIMATE,The email appears to be a genuine discussion within a technical forum about a Linux threading issue.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine discussion within a technical forum about a Linux threading issue.""}"
1131,Re: 630/1800 Photon Paper - Version 0.3,0,LEGITIMATE,"The email appears to be a legitimate internal communication regarding a scientific paper, with specific comments and revisions discussed.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication regarding a scientific paper, with specific comments and revisions discussed.""}"
1132,Your Checking/Saving Account Malware Attack,1,PHISHING,"The email uses scare tactics, impersonates a legitimate institution, and includes a generic link that could lead to a fake website.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses scare tactics, impersonates a legitimate institution, and includes a generic link that could lead to a fake website.""}"
1133,Judicial Judgements-Child Support                  BGS,1,PHISHING,"The email uses high-pressure sales tactics, promises unrealistic earnings, and contains grammatical errors and suspicious formatting, all common characteristics of phishing attempts.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses high-pressure sales tactics, promises unrealistic earnings, and contains grammatical errors and suspicious formatting, all common characteristics of phishing attempts.""}"
1134,"John Robb has an interesting perspective on trust-based,",0,LEGITIMATE,The email contains links to legitimate websites and discusses a common topic in marketing and advertising.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email contains links to legitimate websites and discusses a common topic in marketing and advertising.""}"
1135,I have Rug-Warrior Project!,0,LEGITIMATE,The email appears to be a genuine request for help from a student.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine request for help from a student.""}"
1136,Free of charge professional installation consultations could be of great help. Prompt reply on all your requests. Money back guarantee ensures the quality of product.,1,PHISHING,"The email uses pressure tactics (urgency, money-back guarantee) and promotes downloading software without clear source information, which are common phishing techniques.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses pressure tactics (urgency, money-back guarantee) and promotes downloading software without clear source information, which are common phishing techniques.""}"
1137,Consolidate high interest credit card debt.                    hfnvm,1,PHISHING,"The email uses common phishing tactics like urgency, vague offers, and suspicious links to entice users to provide personal information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email uses common phishing tactics like urgency, vague offers, and suspicious links to entice users to provide personal information.""}"
1138,RE: [saml-dev] NameID-less SAML Subject,0,LEGITIMATE,The email appears to be a technical discussion on SAML standards within an open forum.,,"```json
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a technical discussion on SAML standards within an open forum.""
}
```"
