subject,body,label
start date : 12 / 25 / 01 ; hourahead hour : 11 ;,"start date : 12 / 25 / 01 ; hourahead hour : 11 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2001122511 . txt",0
nesa annual meeting brochure & delegate list,"> nesa 23 rd annual meeting
> advance registration deadline
> friday , august 18
> sign up today ! !
>
> attached below for your review is a copy of the annual meeting program -
> you will need adobe acrobat to view the brochure , which you can download
> from our website at www . nesanet . org .
>
> airfare discounts are available on continental airlines ( official meeting
> airline ) - check page 6 for details . low fares can also be found on delta
> and united into savannah , ga .
>
> airport shuttles can be arranged through low country adventures by calling
> ( 800 ) 845 - 5582 or emailing info @ . com at least 24 hours
> prior to arrival . round trip from savannah is $ 44 per person . round trip
> from hilton head is $ 20 per person .
>
> delegate registration list is attached below in an excel ' 97 worksheet for
> your review . please contact nesa headquarters if you have problems
> opening the file , or to request an updated list .
>
> late arrivals on wednesday , september 6 , will be accommodated by extended
> registration hours prior to the opening reception . please join us at the
> nesa registration table located on the basshead deck as soon as you
> arrive !
>
> please contact nesa headquarters at ( 713 ) 856 - 6525 with questions or for
> additional information . our fax number is ( 713 ) 856 - 6199 - don ' t delay
> . . . fax your delegate registration form for the annual meeting to nesa
> today .
>
> we look forward to welcoming you to hilton head in september ! !
>
> >
>
> >
- 491 _ nesa 2000 brochure . pdf
- 2000 annual meeting delegates . xls",0
re : netco employment agreements - - version 5 of cover memo,"attached is version 5 of the cover memo , as redlined from prior version . your comments and suggestions are appreciated . john , i rearranged your second paragraph , because i didn ' t want our ability to disclose the agreement to potential counterparties to be limited by our satisfying the conditions outlined below . i hope that works .
if you need to reach me , i am at home at 713 - 218 - 7155 , or on my cell at 713 - 302 - 5522 .
thanks for your thoughts and comments .
michelle",0
re : implementing term - structure of correlations for power,"tanya ,
while there is seasonal correlations in power , especially for np - 15
and sp - 15 ( same region ) , the term structure of correlations can be input .
however , the same correlation structure with similar periodicity may not hold
between np - 15 and , say , rlb ( neepool ) , though one would imagine that
relationship would still be seasonal ( summer / winter ) , with greater noise .
even if the correlational term structure is to be done for power , different
rules would have to be inputted for different regions .
naveen
tanya tamarchenko @ ect
10 / 05 / 2000 10 : 42 am
to : vladimir gorny / hou / ect @ ect , naveen andrews / corp / enron @ enron
cc : kirstee hewitt / lon / ect @ ect , debbie r brackett / hou / ect @ ect , wenyao
jia / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : re : implementing term - structure of correlations for power
vlady
2 ) correlations are periodic with a period of 1 year ( this means we can use
12 correlation matrices calculated from
first 12 forward contracts and apply these matrices to other forward months ) ;
3 ) using decay factor makes the curves a little smoother .
implementation of multiple correlation matrices will not affect the speed of
calculations in var model significantly .
please , give me your response ,
thanks ,
tanya .",0
bollerslev seminar,"vince :
i don ' t know if you noticed that we have tim bollerslev on the seminar
schedule for december 8 . in order for tim to get back to north carolina on
friday , we need to move the seminar time . i thought that the enron folks
might be interested in his talk so i wanted to get you input on a new
time . i know that 3 : 30 is best but would over the noon hour be second best
or would 2 : 00 be better ?
thanks .
bbo",0
re : meeting ( fwd ),"- -
bradley romine
ees / or stanford university
bradley @ leland . stanford . edu
- - - - - - - - - - forwarded message - - - - - - - - - -
date : thu , 20 jan 2000 12 : 09 : 05 - 0800 ( pst )
from : bradley romine
to : nick bambos
subject : re : meeting
professor bambos ,
3 pm on wed . is fine with them . so i ' ll see you then in your office
in terman .
brad
on thu , 20 jan 2000 , nick bambos wrote :
> brad ,
>
> yes , i would be happy to meet with them .
> how about 3 pm on wed .
>
> thanks ,
>
> nick
>
> bradley romine wrote :
> >
> > hello professor bambos ,
> > i was talking to some friends i have at enron about pricing
> > options for bandwidth trading and other optimization algorithms for
> > broadband networks . anyway they are interested in talking to you about
> > your research . they will be in town next week tuesday and wednesday and
> > would appreciate getting a chance to talk to you . are you available ?
> >
> > thanks ,
> > brad
> >
> > - -
> > bradley romine
> > ees / or stanford university
> > bradley @ leland . stanford . edu
>
- -
bradley romine
ees / or stanford university
bradley @ leland . stanford . edu",0
8 : 15 trade counts,"hi louise ,
we ' re about where we were yesterday :
trade date trade cnt
11 / 13 / 2001 1597
11 / 12 / 2001 1613
11 / 11 / 2001 9
11 / 10 / 2001 12
11 / 9 / 2001 1441
11 / 8 / 2001 1608
11 / 7 / 2001 1819
11 / 6 / 2001 1972
11 / 5 / 2001 1851
11 / 4 / 2001 6
11 / 3 / 2001 15
11 / 2 / 2001 1777
11 / 1 / 2001 2010
10 / 31 / 2001 1722
10 / 30 / 2001 1806
10 / 29 / 2001 1652
10 / 27 / 2001 7
10 / 26 / 2001 1822
10 / 25 / 2001 2219
10 / 24 / 2001 1812
10 / 23 / 2001 2134
10 / 22 / 2001 1730
10 / 21 / 2001 12
10 / 20 / 2001 1
10 / 19 / 2001 1938
10 / 18 / 2001 1748
10 / 17 / 2001 1608
10 / 16 / 2001 1680
10 / 15 / 2001 1323
10 / 14 / 2001 8
10 / 13 / 2001 5
10 / 12 / 2001 1454
10 / 11 / 2001 1542
10 / 10 / 2001 1334
10 / 9 / 2001 1462
10 / 8 / 2001 1446
10 / 7 / 2001 3
10 / 6 / 2001 4
10 / 5 / 2001 1539
10 / 4 / 2001 1716
10 / 3 / 2001 1310
10 / 2 / 2001 1240
10 / 1 / 2001 1354
the big counterparties that are still far off typical pace are :
aep
dynegy
mirant
refco overseas
the bank of nova scotia
cargill
sempra is back with a vengeance . i don ' t know what that is about .
- - jay",0
start date : 1 / 27 / 02 ; hourahead hour : 15 ;,"start date : 1 / 27 / 02 ; hourahead hour : 15 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2002012715 . txt",0
tw transport,"please increase the mdq of tw # 27792 by 10000 to 20000 / d for january 1 - 2 , 2002 at the same rates .",0
visit to enron,"grant and vince ,
thanks for arranging my visit to enron . i was impressed by the nature and
scope of work in the group and the people i met . i look forward to hearing
from you later in the week .
a few peple asked me the method i used to value asian options . it is an
approximate method based on geometrical averaging with an adjusted exercise
price , as described by gordon gemmill in option pricing : an international
perspective , mcgraw - hill , london , 1993 , pages 242 - 248 .
regards ,
greg
get your private , free e - mail from msn hotmail at http : / / www . hotmail . com",0
lng models,"can you guys please take a look , and eric , please show to farzad . . . . jeff
- - - - - - - - - - - - - - - - - - - - - - forwarded by jeffrey a shankman / hou / ect on 07 / 07 / 2000
07 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
merritt thomas 07 / 06 / 2000 12 : 00 pm
to : jeffrey a shankman / hou / ect @ ect
cc :
subject : lng models
jeff ,
here are some models which i received from rotenberg ' s lng group when i was
in houston last month . i haven ' t had the opportunity to really take a look
at them , but you will probably want to pass them along to your lng people .
thanks ,
merritt",0
chevron and texaco to merge,"news briefs :
chevron and texaco agree to $ 100 billion merger
chevron corp . and texaco inc . announced plans to merge and chevrontexaco
corp .
in the merger , texaco shareholders will receive 0 . 77 shares of chevron
common stock for each share of texaco common stock they own , and chevron
shareholders will retain their existing shares . the exchange ratio
represents approximately $ 64 . 87 per texaco share based on chevron ' s closing
stock price of $ 84 . 25 on october 13 . the exchange ratio represents an 18 %
premium based upon texaco ' s closing share price on october 13 , and a 25 %
premium based upon the two companies ' average relative share prices during
the 30 - day period through october 13 . as a result of the merger , chevron
shareholders will own approximately 61 % of the combined equity , and texaco
shareholders will own about 39 % . the combined company would have an
enterprise value of more than $ 100 billion .
the new company will have reserves of 11 . 2 billion barrels of oil equivalent
( boe ) , daily production of 2 . 7 million boe , assets of $ 77 billion , and
operations throughout the world . in the u . s . , chevrontexaco would be the
nation ' s third largest producer of oil and gas , with production of 1 . 1
million boe per day , and hold the nation ' s third largest reserve position ,
with 4 . 2 billion boe of proved reserves .",0
re : interview with the enron research group - reply,"mark :
while we are anxious to fill this position , we certainly understand
scheduling
conflicts ! please let us know as soon as you have a definate time .
dr . kaminski will be out of the office the next two weeks also . maybe the
week
of the 30 th or the 6 th of november ?
look forward to hearing from you .
sincerely ,
shirley crenshaw
mark . giancola @ do . treas . gov on 10 / 13 / 2000 08 : 47 : 57 am
to : shirley . crenshaw @ enron . com
cc :
subject : interview with the enron research group - reply
date : 10 / 13 / 2000 09 : 42 am ( friday )
from : mark giancola
to : ex . mail ( "" shirley . crenshaw @ enron . com "" )
subject : interview with the enron research group - reply
thanks for your message . our e - mail system was down all day
yesterday so i was not able to respond until today .
i am very interested in coming in for an interview . unfortunately , my
schedule will make traveling on a weekday difficult for at least the next
two weeks . i am travelling as part of the us delegation to the g - 20 on
the 24 th and 25 th and will be busy until then in preparation . immediately
following that trip i will be moving to a new office here in treasury and
am not sure about my schedule .
i would like to wait until next week when i have a better idea of my
schedule to propose times to come to houston . please let me know if
there are time constraints on your side .
thanks ,
mark giancola
> > > ex . mail . "" shirley . crenshaw @ enron . com "" 10 / 12 / 00 09 : 06 am > > >
good morning mr . giancola :
your resume was forwarded to vince kaminski , managing director and
head of research with enron .
we would like to bring you in for an informal interview at your
convenience .
this would be for a position of "" economist "" or "" associate economist "" ,
reporting to maureen raymond castaneda .
please give me some dates and times that would be convenient with you
and i will have our hr rep contact you to schedule your coming to
houston .
i look forward to hearing from you .
sincerely ,
shirley crenshaw
administrative coordinator
enron research group
713 - 853 - 5290",0
however , postponed its $ 108 million , 34 - story office development
many of his shares , which were given to him january 1994 , had a strike price of $ 15 a share .
article : ' business gets brisker online ' ( enron mention ),"please find attached the above article from the financial times , august 8 , 2001 .
kind regards
sarimah black",0
re : eops salary survey questionnaire,"friday , march 10 works for my group .
sally - can we make sure all other groups can be done by friday as well ? we
really need to get this completed and i don ' t want to see operations being a
bottleneck in this process .
kim melodick
03 / 07 / 2000 05 : 24 pm
to : bob shults / hou / ect @ ect , robert superty / hou / ect @ ect , leslie
reeves / hou / ect @ ect , sheila glover / hou / ect @ ect , kristin albrecht / hou / ect @ ect ,
brenda f herod / hou / ect @ ect , d todd hall / hou / ect @ ect , brent a
price / hou / ect @ ect , michael e moscoso / hou / ect @ ect , stephen p
schwarz / hou / ect @ ect , lisa b cousino / hou / ect @ ect , sheri thomas / hou / ect @ ect ,
mary solmonson / hou / ect @ ect , scott pleus / hou / ect @ ect
cc : sally beck / hou / ect @ ect , norma villarreal / hou / ect @ ect , yvonne
laing / hou / ect @ ect
subject : eops salary survey questionnaire
we will need to establish a deadline . will friday march 10 th work ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kim melodick / hou / ect on 03 / 07 / 2000 05 : 14
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kim melodick
02 / 18 / 2000 05 : 34 pm
to : bob shults / hou / ect @ ect , robert superty / hou / ect @ ect , leslie
reeves / hou / ect @ ect , sheila glover / hou / ect @ ect , kristin albrecht / hou / ect @ ect ,
brenda f herod / hou / ect @ ect , d todd hall / hou / ect @ ect , brent a
price / hou / ect @ ect , michael e moscoso / hou / ect @ ect , stephen p
schwarz / hou / ect @ ect , mary solmonson / hou / ect @ ect , scott pleus / hou / ect @ ect
cc : sally beck / hou / ect @ ect , norma villarreal / hou / ect @ ect , yvonne
laing / hou / ect @ ect
subject : eops salary survey questionnaire
attached you will find the salary survey questionnaire for your review . you
will need to fill out the questionnaire for each exempt job group in your
department . please be as specific as possible to ensure we are capturing all
the skills needed to accurately price the job . if you have filled out the
questionnaire in the past , you may want to update the information . i will be
happy to address any questions you have regarding the form .",0
start date : 1 / 31 / 02 ; hourahead hour : 23 ;,"start date : 1 / 31 / 02 ; hourahead hour : 23 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2002013123 . txt",0
re : portland,"dear ken ,
i ' m going to be in st . louis and chicago the next couple of days . could you
let me know what your thoughts are re the message below today so i can plan
the rest fo my week ? the report is now really late .
regards
- - - - - - - - - - - - - - - - - - - - - - forwarded by shona wilson / na / enron on 10 / 31 / 2000 03 : 25
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : shona wilson 10 / 30 / 2000 05 : 12 pm
to : kenneth horton / enron _ development @ enron _ development
cc : cassandra schultz / na / enron @ enron
subject : re : portland
dear ken ,
just to ensure i understand , it seems you have taken yourself out of the
report writing process . i reviewed the portland report you sent earlier
today and didn ' t see any changes . i thought you were going to call leslie
about getting the info from her and taking a look at it .
please let me know what you understand your responsibilities are as far as
portland is concerned .
thanks
shona
kenneth horton @ enron _ development
10 / 30 / 2000 04 : 26 pm
to : shona wilson / na / enron @ enron
cc :
subject : re : portland
dear shona ,
actually , i am waiting on the deal test samples from leslie ( if this is still
the game plan ) before giving jennifer the total package , which jennifer
understands . she followed up with a call requesting a summary of findings in
lieu of the working papers , at least for now . she is calling me everyday ,
and i think it would be good to bring closure to this . i have not heard
anything from leslie . if you and leslie are happy with the remainder of the
deal test , i will x - ref the working papers as such , and we can ship the
papers on to jennifer .
thanks , shona !
ken
from : shona wilson @ enron 10 / 30 / 2000 04 : 15 pm
to : kenneth horton / enron _ development @ enron _ development
cc : jennifer stevenson / aa / corp / enron @ enron
subject : re : portland
dear ken ,
she is actually asking for the deal test samples etc . you need to give her
this ( i don ' t have any of it ) .
thanks
kenneth horton @ enron _ development
10 / 30 / 2000 03 : 42 pm
to : shona wilson @ enron
cc : jennifer stevenson / aa / corp / enron @ enron
subject : portland
hi shona ,
jennifer stevenson ( aa ) left a voice mail in which she indicated that she was
looking for a summary / recap of the portland review . once the portland report
is finalized , would you forward her the information she requires ?
thank you ,
ken",0
start date : 1 / 10 / 02 ; hourahead hour : 20 ;,"start date : 1 / 10 / 02 ; hourahead hour : 20 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2002011020 . txt",0
commercial teams plan presentations,"hi louise ,
currently we have 2001 forecast and 2002 plan as the information to be provided to you on the templates . would you like for us to add in 2001 plan , as we did for the back - office presentations ?
also , have you had an opportunity to create the goals & objectives portion of their presentation ?
fyi - each team has completed their expense portion of the plan presentation . i ' ll send up a book monday - the teams are still working on the 2001 margin forecast , so i ' ll send that update as soon as it ' s available .",0
fw : first deliveries - pure resources and louis dreyfus natural gas,"daren ,
is it alright if i enter the following deals ?
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 04 / 19 / 2001 09 : 35 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : vance l taylor / enron @ enronxgate on 04 / 18 / 2001 11 : 35 am
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , susan smith / enron @ enronxgate , donald p reinhardt / enron @ enronxgate , melissa graves / enron @ enronxgate , george weissman / hou / ect @ ect
subject : fw : first deliveries - pure resources and louis dreyfus natural gas
bob ,
the following production is now on - line and a ticket should be created and entered into sitara based on the following :
counterparty meter volumes deal # price period global no .
louis dreyfus nat gas corp 9874 750 mmbtu / d nya if del vols 300 / d , 100 % gd less $ 0 . 29 4 / 12 - 4 / 30 96058618
pure resources , l . p . 9882 425 mmbtu / d nya 100 % gd less $ 0 . 14 4 / 17 - 4 / 30 96058384
fyi , we will create and submit committed reserves firm tickets for the remaining term of the deals beginning with the appropiate month . additionally , these are producer svcs . deals and should be tracked in the im wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - original message - - - - -
from : buckley , esther
sent : wednesday , april 18 , 2001 10 : 53 am
to : carriere , molly ; cernosek , clem ; consemiu , donna ; cook , robert ; camp , howard ; hesse , lisa ; hlavaty , nathan ; wayne e lightfoot / hou / ect @ enron ; mckay , james ; smith , mary ; schneider , steve hpl ; melissa graves / hou / ect @ enron ; walters , michael ; zivley , jill ; johnson , mary jo ; wynne , rita ; allen , lauri ; jones , cheryl ; hansen , reid ; giron , darron ; winfree , o ' neal ; susan smith / hou / ect @ enron ; bryan , gary ; hanks , gary ; donald p reinhardt / hou / ect @ enron ; vance l taylor / hou / ect @ enron ; baumbach , david ; cotten , robert ; riley , brian ; austin , jeff ; hakemack , cynthia ; kenne , dawn ; lisa csikos / hou / ect @ enron ; fosdick , j r ; rodriguez , carlos ; gomes , stephanie ; clynes , pat ; acton , tom ; walker , robert ; weissman , george ; harris , joanne ; sweeney , christy ; tisdale , earl ; daren j farmer / hou / ect @ enron
subject : first deliveries - pure resources and louis dreyfus natural gas
see attached files",0
fw : adjust function,"bill ,
not sure if this is impacting us now , but i ' m sure it will in the future ! currently only the lca has the adjust function capability , and only until 1 . 7 implementation will the pse ' s have the capability to adjust . until then , i believe we need the lca ' s to co - operate with the pse ' s , otherwise this will create unwanted workload to your group and others alike . please give me some feedback . not sure if you ' ve been added to the discussion email list .
diana
- - - - - original message - - - - -
from : rice , paul [ mailto : paul . rice @ pacificorp . com ]
sent : wednesday , august 08 , 2001 1 : 00 pm
to : interchange scheduling & accounting subcommittee ( isas )
subject : adjust function
pacificorp real - time has recently been requested several times by pse ' s to use their "" adjust "" function for changing schedules . this has prompted them to ask for a clarification on the adjust function "" rules "" . it is real - times belief that the adjust function is for control area use and only for reliability / curtailment issues . if merchants / pse ' s want to change a schedule on an existing tag it should be done through the termination / replaced functions at their control and not ask c / a ' s to use their adjust function . i have found documentation that tells who has control of the adjust function and how it can be used but cannot find any documentation that specifically prohibits or limits it ' s use to c / a and / or their curtailment issues . does anybody have any help here ? ? the main issue is , r / t does not have time to perform adjust functions for other entities merely at their request . we can understand doing it when the tag originator has lost control and is unable to terminate a tag but not on a routine basis .",0
mit student ' s thesis writeups,"hi vince , krishna & i talked to this student while were at sycamore
networks . he appears to be very qualified for our ebs analytics group .
sycamore has a professional services team that provides consulting on network
optimization modeling , etc . they do this to push their products , etc . . . . one
of the professional in that group highly recommended this student . we are
currently working with the same professional at sycamore to perform our
intial network design analysis ( since the deadline was today ! ) . i have
arranged for the mit student ' s visit to houston along with the two standford
students this month . i have handed over the task of arranging such visits to
elisabeth grant . she will arrange everything and charge our rc so that we can
allocate to john griebling later . stinson and i think that is the most
effective way of doing this .
regards ,
ravi .
- - - - - forwarded by ravi thuraisingham / enron communications on 02 / 07 / 00 01 : 16
pm - - - - -
salal @ mit . edu
02 / 04 / 00 08 : 33 am
to : pkrishan @ enron . com
cc : ravi thuraisingham / enron communications @ enron communications ,
brett . leida @ sycamore . net
subject : writeups
hi krishan , ravi ,
i apologize for the delay in mailing the writeups - - some unforeseen
complications completely shot the last 1 - 1 / 2 day . i am attaching pdf
versions of :
1 . the first two chapters of my thesis , which should help
get a sense of what we are trying to do .
2 . two more technical modeling writeups for services i am
attempting to model .
the writeups are , as i mentioned before , works in progress , and
incomplete , and therefore i apologize in advance for confusions
that might arise . i also request that you not circulate these widely
for obvious reasons .
thanks very much ,
salal
salal humair
massachvsetts institvte of technology
operations research center
rooms e 40 - 130 , 5 - 332 a
x 3 - 3014 , x 5 - 9727
- expexp . pdf
- fedex . pdf
- thesis . pdf",0
lunch presentation,"london is very pleased with the speech . thanks it was a great idea to
prepare the presentation . both mike hutchinson and mike farmer were very
please .
thanks ,
maureen
- - - - - - - - - - - - - - - - - - - - - - forwarded by maureen raymond / hou / ect on 11 / 09 / 2000
06 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
maria abello
11 / 09 / 2000 03 : 20 am
to : maureen raymond / hou / ect @ ect
cc : kirsten ross / lon / ect @ ect
subject : lunch presentation
hi maureen ,
thanks very much for presenting yesterday . your presentation created much
interest and as always we look forward to your return to london office for
another talk . the viewing statistics on iptv were excellent and are as
follows :
current : 85
cumulative : 110
i have spoken to the audio visual team regarding the possibility of showing
your presenting on iptv in houston . it will take a couple of days to encode
the videotape , but as soon as this done , i will send a copy to you in
houston . they are also looking send the file to the relevant person in
houston so they can put in on iptv .
if you have any questions at all , please do not hesitate to call me .
kind regards and thanks again
maria abello
european training and development
enron europe ltd
email : maria . abello @ enron . com
+ 44 ( 0 ) 207 783 4787",0
said daniel gordon , president of allegheny energy inc . ' s trading,
re : holiday greeting from jerry wind,"- holiday , revisionl . doc",0
california update - - 09 . 20 . 01 - - 8 am pdt,"attemps are still underway to persuade the california puc not to suspend da at today ' s meeting .
however , the best information we have at this time is that the puc will suspend da today , but will not suspend da retroactively .
as best we can tell , if the puc suspends , it will suspend da effective today , september 20 th .
in addition , there is a considerable effort underway - - from both ends of the spectrum - - to persuade the puc to reject 1 ) the proposed rate agreement between the puc and dwr and 2 ) the proposed "" revenue requirement "" that dwr submitted to the puc .
we ' ll report back with the results of the puc business meeting as soon as we hear them .
best ,
jeff",0
8 : 20 trade counts,"hi louise ,
gas is trading at the same pace as yesterday . power is almost as slow as yesterday , though . that is particularly bad since yesterday we had the fire alarm in portland . reliant is still going strong , despite yesterday ' s comments .
trade date na gas na power total trade cnt
11 / 21 / 2001 804 291 1377
11 / 20 / 2001 873 276 1576
11 / 19 / 2001 653 447 1733
11 / 18 / 2001 6 4 10
11 / 17 / 2001 10 5 15
11 / 16 / 2001 743 507 1960
11 / 15 / 2001 809 439 1904
11 / 14 / 2001 620 377 2164
11 / 13 / 2001 704 475 1729
11 / 12 / 2001 709 370 1718
11 / 11 / 2001 7 2 9
11 / 10 / 2001 5 7 12
11 / 9 / 2001 517 396 1529
11 / 8 / 2001 821 446 1725
11 / 7 / 2001 673 635 1976
11 / 6 / 2001 839 750 2133
11 / 5 / 2001 767 730 2026
11 / 4 / 2001 4 3 7
11 / 3 / 2001 2 15 17
11 / 2 / 2001 987 494 1941",0
start date : 1 / 30 / 02 ; hourahead hour : 9 ;,"start date : 1 / 30 / 02 ; hourahead hour : 9 ; no ancillary schedules awarded . variances detected .
variances detected in energy import / export schedule .
log messages :
parsing file - - > > o : \\ portland \\ westdesk \\ california scheduling \\ iso final schedules \\ 2002013009 . txt
- - - - energy import / export schedule - - - -
+ + + hour 9 - bad data from iso .
trans _ type : final
sc _ id : ectstca
mkt _ type : 2
trans _ date : 1 / 30 / 02
tie _ point : malin _ 5 _ rndmtn
interchg _ id : enrj _ ciso _ 3000
engy _ type : firm",0
risk offsite team notes / example letter,"sally
here are the notes from each of the four breakout teams and a draft letter
for you to expand to send to the organization in follow - up to the offsite .
please have patti proof the notes before sending . i hope your visit to
london went well . i will be around most of this coming week . i received
your call mary and i will talk at length today .
regards to all
tom
- operational risk offsite jan 2001 . doc",0
here is the estimate that i came up with for work still to be done by enron,"when eog is done . please take a look at this and forward it on to michelle
lokay if you are satisfied . sorry i didn ' t get this to you earlier to
review together .",0
re : bandwidth + +,"stinson ,
let ' s bring up these two ideas at the meeting with john bloomer
( to discuss the other product ideas ) .
vince
steven leppard
05 / 11 / 2000 08 : 38 am
to : vince j kaminski / hou / ect @ ect
cc :
subject : re : bandwidth + +
vince
if it ' s new ebs products you ' re after , how about a real - time bandwidth swing
contract with automatic exercise ? the customer pays for the minimum
( baseload ) bandwidth they need for their ( say ) videoconference , with a
premium on top that automatically buys them extra bandwidth as it becomes
available from the system . they are guaranteed a minimum quality they can
live with , and ( more than likely ) they get improved quality much of the time
for a bargain price .
we get to charge for the use of bandwidth that would otherwise be idle .
steve
vince j kaminski
05 / 11 / 2000 02 : 09 pm
to : steven leppard / lon / ect @ ect
cc : stinson gibner / hou / ect @ ect , vince j kaminski / hou / ect @ ect
subject : re : bandwidth + +
steve ,
i think personally it ' s a great idea , though my son , who studies
computer science , poured a bucket of icy water on me . computers
are becoming very cheap and most companies have already a lot of
spare capacity on their systems .
but we can always try . we shall take this idea , to the person in ebs
responsible for the
new products and ask him to talk directly to you to discuss the details .
ebs is dying to come up with some new products .
vince
steven leppard
05 / 11 / 2000 03 : 56 am
to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect
cc :
subject : bandwidth + +
vince , stinson
have any investigations been made of the issue of trading ( spare ) processing
power ? such a proposal would have natural synergies with the bandwidth
business , since the jobs to be processed would need to be piped around , as
would their results .
obvious technical and legal problems are :
1 . standardisation . ( java ? )
2 . security and confidentiality .
just a thought that ' s been buzzing around my head for a while .
steve",0
fw : ees toronto,"just making sure that you are aware .
- - - - - original message - - - - -
from : vu , nancy h .
sent : tuesday , august 14 , 2001 9 : 54 am
to : melodick , kim ; callahan , timothy
subject : fw : ees toronto
fyi
- - - - - original message - - - - -
from : sabine , marc
sent : tuesday , august 14 , 2001 9 : 15 am
to : williams , jaime ; irvin , steve ; alatorre , jaime ; mduffy @ enron . com ; perez , agustin ; gonzalez , victor ; lenci , enrique ; reyes , alejandra ; cantu , gabriela ; cerezo , pilar ; benavides , julissa ; martinez , barbara ; perez , grace ; rodriguez , miguel ; vu , nancy h . ; rimbau , robert w .
subject : ees toronto
hey everyone ,
just wanted to let you know that i have decided to accept a position with enron energy services canada in the toronto office . i will be moving back to "" mi rancho "" at the end of august . i wish everyone the very best in their future endeavors .
thanks ,
marc .",0
ets salutes,"recently , julie armstrong , senior administrative assistant to danny mccarty , was honored by the arthritis foundation with the "" all star salute to excellence "" award . this award is given annually to a person who suffers from arthritis and demonstrates excellence towards the community and the foundation .
as an individual who battles with arthritis , julie ' s been involved with the arthritis foundation for over four years . during this time , she has worked on various committees for the arthritis foundation ' s all star salute to secretaries .
in addition to the arthritis foundation , julie volunteers her time and support to other non - profit organizations , including the sunshine kids and houston aeros charities event benefiting the stehlin foundation .
congratulations julie .",0
risk 2000 boston - speaker reception 12 june 2000,"there will be a drinks reception taking place on monday 12 june 2000 between
6 . 00 - 7 . 00 pm in the lower level of the congress center - for speakers ,
sponsors and exhibitors of risk 2000 , boston
?
please let me know if you would like to attend so we can guage numbers .
?
best regards ,
oliver
?
?
?
direct : + 44 ( 0 ) 20 7484 9880
?
risk publications , 28 - 29 haymarket , london swly 4 rx
fax : + 44 ( 0 ) 20 7484 9800 ? email : oliver @ risk . co . uk
www . riskpublications . com",0
karthik rajan - interview schedule,"attached you will find the interview packet for the above - referenced person .
the interview will happen friday , march 30 , 2001 . please print all three
documents for your hard copies . if you have any questions , or conflicts of
schedule , please do not hesitate to contact me .
sasha divelbiss
58714",0
re : software,"hi helyette ,
congratulations on your papers .
the purchase contract is in the last stage of approvals
( it ' s circulating through different parts of the company
where it has to be signed ) . i think we should be able to execute
the contract in the first few days of december .
i shall let you know as soon as our internal process is completed .
vince
gemanix @ aol . com on 11 / 29 / 2000 02 : 26 : 12 pm
to : vkaminski @ aol . com
cc : vkamins @ enron . com
subject : software
dear vince ,
i guess time has been flying for you by since our brilliant show
in paris . in my case , it is the same : i got 3 papers accepted in the
3 major journals in finance ( journal of business , journal of finance
and journal of financial economics ) . we should write a piece !
our software seems to be quite satisfactory for the oil people . my
lawyer had added a paragraph to karla ' s document : since she had
mentioned the right for enron to check at any time the code source
etc , he wanted to request enron to pay his fees in the case d - g
disappeared . in any case , if you are still interested , we are ready to
use your escrow account to make things simpler . moreover , i am
striking an agreement with a software company , 13 years with
people from polytechnique + finance , to be our hot line ( with us paying
royalties , of course ) . this would complement my 2 associates .
looking forward to hearing from you
helyette",0
